Mode,Bessel_omega_rad_s,Bessel_hat_omega,Det_hat_omega,SVD_hat_omega,SVD_Rel_Err,Det_Rel_Err
1456,0.0004407542320285396,1.3356188849349686,+1.128080,+1.278960,4.24e-02,1.55e-01
1457,0.0004455894381645621,1.3502710247410974,+1.128080,+1.278960,5.28e-02,1.65e-01
1458,0.0004504869068719184,1.3651118390058132,+1.128080,+1.278960,6.31e-02,1.74e-01
1459,0.00045544462736511613,1.380135234439746,+1.128080,+1.278960,7.33e-02,1.83e-01
1460,0.00046046065199301626,1.3953353090697462,+1.128080,+1.278960,8.34e-02,1.92e-01
1461,0.00046553309542855006,1.410706349783485,+1.128080,+1.278960,9.34e-02,2.00e-01
1462,0.00046860288110362196,1.4200087306170361,+1.128080,+1.278960,9.93e-02,2.06e-01
1463,0.00047376182526280347,1.435641894735768,+1.128080,+1.278960,1.09e-01,2.14e-01
1464,0.0004768821639842224,1.4450974666188559,+1.128080,+1.278960,1.15e-01,2.19e-01
1465,0.0004821231824418101,1.4609793407327578,+1.128080,+1.278960,1.25e-01,2.28e-01
1466,0.00048529148968419077,1.470580271770275,+1.128080,+1.645940,1.19e-01,2.33e-01
1467,0.0004884771472338849,1.480233779496621,+1.128080,+1.645940,1.12e-01,2.38e-01
1468,0.0004916798182672306,1.4899388432340321,+1.128080,+1.645940,1.05e-01,2.43e-01
1469,0.0004970545182971567,1.506225813021687,+1.128080,+1.645940,9.28e-02,2.51e-01
1470,0.0005003009646329891,1.5160635291908762,+1.128080,+1.645940,8.57e-02,2.56e-01
1471,0.0005035632480191102,1.5259492364215461,+1.128080,+1.645940,7.86e-02,2.61e-01
1472,0.0005068410639446473,1.5358820119534766,+1.128080,+1.645940,7.17e-02,2.66e-01
1473,0.0005101341128609556,1.5458609480635017,+1.128080,+1.645940,6.47e-02,2.70e-01
1474,0.0005134421025065642,1.5558851591108007,+1.128080,+1.645940,5.79e-02,2.75e-01
1475,0.0005167647465700639,1.565953777485042,+1.128080,+1.645940,5.11e-02,2.80e-01
1476,0.000520101764954829,1.5760659544085727,+1.128080,+1.645940,4.43e-02,2.84e-01
1477,0.0005234528830432902,1.5862208577069399,+1.128080,+1.645940,3.76e-02,2.89e-01
1478,0.0005268178329318384,1.5964176755510253,+1.128080,+1.645940,3.10e-02,2.93e-01
1479,0.0005279425109772796,1.5998257908402411,+1.128080,+1.645940,2.88e-02,2.95e-01
1480,0.0005313254952644332,1.6100772583770704,+1.128080,+1.645940,2.23e-02,2.99e-01
1481,0.0005347217068516027,1.6203688086412202,+1.128080,+1.645940,1.58e-02,3.04e-01
1482,0.0005381308957922275,1.630699684218871,+1.128080,+1.645940,9.35e-03,3.08e-01
1483,0.0005415528179823901,1.641069145401182,+1.128080,+1.645940,2.97e-03,3.13e-01
1484,0.0005449872344510135,1.6514764680333744,+1.128080,+1.645940,3.35e-03,3.17e-01
1485,0.0005461347755554555,1.654953865319562,+1.128080,+1.645940,5.45e-03,3.18e-01
1486,0.0005495854873464152,1.6654105677164097,+1.128080,+1.645940,1.17e-02,3.23e-01
1487,0.0005530481547002632,1.6759034990917068,+1.128080,+1.645940,1.79e-02,3.27e-01
1488,0.0005565225551903886,1.68643198542542,+1.128080,+1.645940,2.40e-02,3.31e-01
1489,0.0005576832585057057,1.6899492681991082,+1.128080,+1.645940,2.60e-02,3.32e-01
1490,0.0005611729655946762,1.7005241381656855,+1.128080,+1.645940,3.21e-02,3.37e-01
1491,0.0005646739051445821,1.7111330458926732,+1.128080,+1.645940,3.81e-02,3.41e-01
1492,0.0005681858702628673,1.7217753644329312,+1.128080,+1.645940,4.40e-02,3.45e-01
1493,0.0005693589403943333,1.7253301224070707,+1.128080,+1.645940,4.60e-02,3.46e-01
1494,0.0005728852918050395,1.7360160357728471,+1.128080,+1.645940,5.19e-02,3.50e-01
1495,0.0005764222030073889,1.7467339485072393,+1.128080,+1.645940,5.77e-02,3.54e-01
1496,0.0005776034866788669,1.7503135959965663,+1.128080,+1.645940,5.96e-02,3.55e-01
1497,0.0005811541786236057,1.7610732685563808,+1.128080,+1.645940,6.54e-02,3.59e-01
1498,0.0005847149874452703,1.7718635983190008,+1.128080,+1.645940,7.11e-02,3.63e-01
1499,0.0005859041401882046,1.775467091479408,+1.128080,+1.645940,7.30e-02,3.65e-01
1500,0.000589478153834633,1.7862974358625243,+1.128080,+1.645940,7.86e-02,3.68e-01
1501,0.0005906716551738291,1.789914106587361,+1.128080,+1.645940,8.04e-02,3.70e-01
1502,0.0005942585577130254,1.8007835082212889,+1.128080,+1.645940,8.60e-02,3.74e-01
1503,0.0005978549244201559,1.8116815891519875,+1.128080,+1.645940,9.15e-02,3.77e-01
1504,0.0005990557875164035,1.8153205682315257,+1.128080,+1.645940,9.33e-02,3.79e-01
1505,0.0006026645110683082,1.8262560941463883,+1.128080,+1.645940,9.87e-02,3.82e-01
1506,0.0006038694436872031,1.8299074051127366,+1.128080,+1.645940,1.01e-01,3.84e-01
1507,0.0006074902316958496,1.840879489987423,+1.128080,+1.645940,1.06e-01,3.87e-01
1508,0.0006111198810821967,1.8518784275218083,+1.128080,+1.645940,1.11e-01,3.91e-01
1509,0.000612331706306397,1.8555506251709,+1.128080,+1.645940,1.13e-01,3.92e-01
1510,0.0006159729282537604,1.8665846310720013,+1.128080,+1.645940,1.18e-01,3.96e-01
1511,0.0006171885655770649,1.87026838053656,+1.128080,+1.645940,1.20e-01,3.97e-01
1512,0.0006208410897969581,1.8813366357483579,+1.128080,+1.645940,1.25e-01,4.00e-01
1513,0.0006220604504367281,1.8850316679900851,+1.128080,+1.645940,1.27e-01,4.02e-01
1514,0.0006257240143018539,1.8961333766722845,+1.128080,+1.645940,1.32e-01,4.05e-01
1515,0.0006269470118695137,1.8998394299076173,+1.128080,+1.645940,1.34e-01,4.06e-01
1516,0.0006306213599902887,1.91097381815239,+1.128080,+1.645940,1.39e-01,4.10e-01
1517,0.0006343036330124007,1.922132221249699,+1.128080,+1.645940,1.44e-01,4.13e-01
1518,0.0006355327947315807,1.925856953732063,+1.128080,+1.645940,1.45e-01,4.14e-01
1519,0.0006392254221150518,1.937046733681975,+1.128080,+1.645940,1.50e-01,4.18e-01
1520,0.0006404579958159293,1.9407818055028159,+1.128080,+1.645940,1.52e-01,4.19e-01
1521,0.0006441607410001227,1.952002245454917,+1.128080,+1.645940,1.57e-01,4.22e-01
1522,0.0006453966485199371,1.9557474197573852,+1.128080,+1.645940,1.58e-01,4.23e-01
1523,0.0006491092821882175,1.9669978248127802,+1.128080,+1.645940,1.63e-01,4.26e-01
1524,0.0006503484482405674,1.970752873456265,+1.128080,+1.645940,1.65e-01,4.28e-01
1525,0.0006540707466741177,1.9820325656791444,+1.128080,+1.645940,1.70e-01,4.31e-01
1526,0.0006553130978065332,1.9857972660804037,+1.128080,+1.645940,1.71e-01,4.32e-01
1527,0.0006590448436611172,1.9971055868518703,+1.128080,+1.645940,1.76e-01,4.35e-01
1528,0.0006602903084203135,2.0008797224857986,+1.128080,+1.645940,1.77e-01,4.36e-01
1529,0.0006640312903148238,2.012216031257042,+1.128080,+1.645940,1.82e-01,4.39e-01
1530,0.0006652797993055765,2.0159993918350803,+1.128080,+1.645940,1.84e-01,4.40e-01
1531,0.0006665290584952173,2.0197850257430825,+1.128080,+1.645940,1.85e-01,4.41e-01
1532,0.0006702812969408464,2.0311554452752922,+1.128080,+1.645940,1.90e-01,4.45e-01
1533,0.0006715335161503871,2.034950048940567,+1.128080,+1.645940,1.91e-01,4.46e-01
1534,0.0006752945358149066,2.0463470782269897,+1.128080,+1.645940,1.96e-01,4.49e-01
1535,0.0006765496498378189,2.0501504540539965,+1.128080,+1.645940,1.97e-01,4.50e-01
1536,0.000680319257173391,2.061573506586033,+1.128080,+1.645940,2.02e-01,4.53e-01
1537,0.0006815772020850365,2.0653854608637467,+1.128080,+1.645940,2.03e-01,4.54e-01
1538,0.0006853552095401173,2.0768339683033856,+1.128080,+1.645940,2.07e-01,4.57e-01
1539,0.0006866159236182561,2.0806543139947156,+1.128080,+1.645940,2.09e-01,4.58e-01
1540,0.0006904021479009477,2.0921277209119626,+1.128080,+1.645940,2.13e-01,4.61e-01
1541,0.0006916655709927452,2.0959562757355914,+1.128080,+1.645940,2.15e-01,4.62e-01
1542,0.0006954598339244878,2.1074540421954175,+1.128080,+1.645940,2.19e-01,4.65e-01
1543,0.0006967259075449323,2.111290628924037,+1.128080,+1.645940,2.20e-01,4.66e-01
1544,0.0006979926347314442,2.1151291961558916,+1.128080,+1.645940,2.22e-01,4.67e-01
1545,0.00070179670283058,2.1266566752441816,+1.128080,+1.645940,2.26e-01,4.70e-01
1546,0.0007030660095006732,2.130503059092949,+1.128080,+1.645940,2.27e-01,4.71e-01
1547,0.0007068777327549854,2.142053735621168,+1.128080,+1.645940,2.32e-01,4.73e-01
1548,0.0007081495634206135,2.145907767941253,+1.128080,+1.645940,2.33e-01,4.74e-01
1549,0.0007119687787959651,2.157481147866561,+1.128080,+1.645940,2.37e-01,4.77e-01
1550,0.0007132430803090459,2.1613426676031695,+1.128080,+1.645940,2.38e-01,4.78e-01
1551,0.0007145179910782526,2.1652060335704624,+1.128080,+1.645940,2.40e-01,4.79e-01
1552,0.0007183463483085182,2.176807116086419,+1.128080,+1.645940,2.44e-01,4.82e-01
1553,0.00071962366480737,2.1806777721435457,+1.128080,+1.645940,2.45e-01,4.83e-01
1554,0.000723459162128021,2.1923004912970336,+1.128080,+1.645940,2.49e-01,4.85e-01
1555,0.0007247388335161849,2.1961782833823786,+1.128080,+1.645940,2.51e-01,4.86e-01
1556,0.0007260190858937809,2.20005783604176,+1.128080,+1.645940,2.52e-01,4.87e-01
1557,0.0007298632984725797,2.2117069650684233,+1.128080,+1.645940,2.56e-01,4.90e-01
1558,0.0007311458444953015,2.2155934681675804,+1.128080,+1.645940,2.57e-01,4.91e-01
1559,0.0007349968657624857,2.22726322958329,+1.128080,+1.645940,2.61e-01,4.94e-01
1560,0.0007362816580550897,2.2311565395608777,+1.128080,+1.645940,2.62e-01,4.94e-01
1561,0.0007375670040304218,2.2350515273649143,+1.128080,+1.645940,2.64e-01,4.95e-01
1562,0.0007414263387038757,2.2467464809208355,+1.128080,+1.645940,2.67e-01,4.98e-01
1563,0.0007427138729749821,2.250648099924188,+1.128080,+1.645940,2.69e-01,4.99e-01
1564,0.0007465797042406821,2.262362740123279,+1.128080,+1.645940,2.72e-01,5.01e-01
1565,0.0007478693814936546,2.2662708530110742,+1.128080,+1.645940,2.74e-01,5.02e-01
1566,0.0007491595879542714,2.270180569558398,+1.128080,+1.645940,2.75e-01,5.03e-01
1567,0.000753033353236057,2.281919252230476,+1.128080,+1.645940,2.79e-01,5.06e-01
1568,0.000754325648210374,2.285835297607194,+1.128080,+1.645940,2.80e-01,5.06e-01
1569,0.0007582056154989342,2.297592774239195,+1.128080,+1.645940,2.84e-01,5.09e-01
1570,0.0007594999566928886,2.3015150202814807,+1.128080,+1.645940,2.85e-01,5.10e-01
1571,0.0007607948029517579,2.3054387968235086,+1.128080,+1.645940,2.86e-01,5.11e-01
1572,0.0007646823465481791,2.317219231964179,+1.128080,+1.645940,2.90e-01,5.13e-01
1573,0.0007659791875718648,2.321149053248075,+1.128080,+1.645940,2.91e-01,5.14e-01
1574,0.000767276520998666,2.325080366662624,+1.128080,+1.645940,2.92e-01,5.15e-01
1575,0.0007711714508707945,2.336883184456953,+1.128080,+1.645940,2.96e-01,5.17e-01
1576,0.0007724707292506971,2.340820391668779,+1.128080,+1.645940,2.97e-01,5.18e-01
1577,0.0007763714354264282,2.3526407134134186,+1.128080,+1.645940,3.00e-01,5.21e-01
1578,0.0007776726199091473,2.356583696694386,+1.128080,+1.645940,3.02e-01,5.21e-01
1579,0.0007789742749004079,2.360528105758812,+1.128080,+1.645940,3.03e-01,5.22e-01
1580,0.0007828820404287372,2.372369819481022,+1.128080,+1.645940,3.06e-01,5.24e-01
1581,0.0007841855544958229,2.3763198621085544,+1.128080,+1.645940,3.07e-01,5.25e-01
1582,0.0007854895273993093,2.3802712951494223,+1.128080,+1.645940,3.09e-01,5.26e-01
1583,0.0007894041783702878,2.3921338738493567,+1.128080,+1.645940,3.12e-01,5.28e-01
1584,0.0007907099648695997,2.3960908026351504,+1.128080,+1.645940,3.13e-01,5.29e-01
1585,0.0007920161992366478,2.4000490885959023,+1.128080,+1.645940,3.14e-01,5.30e-01
1586,0.0007959375668296009,2.4119320206957604,+1.128080,+1.645940,3.18e-01,5.32e-01
1587,0.0007972455703710015,2.4158956677909136,+1.128080,+1.645940,3.19e-01,5.33e-01
1588,0.0008011721935958845,2.427794526048135,+1.128080,+1.645940,3.22e-01,5.35e-01
1589,0.0008024819319647308,2.431763430196154,+1.128080,+1.645940,3.23e-01,5.36e-01
1590,0.0008037920986819895,2.435733632369665,+1.128080,+1.645940,3.24e-01,5.37e-01
1591,0.0008077251485206968,2.447651965214233,+1.128080,+1.645940,3.28e-01,5.39e-01
1592,0.000809037008184355,2.4516272975283484,+1.128080,+1.645940,3.29e-01,5.40e-01
1593,0.0008103492859708166,2.4556038968812626,+1.128080,+1.645940,3.30e-01,5.41e-01
1594,0.0008142886080734604,2.4675412365862437,+1.128080,+1.645940,3.33e-01,5.43e-01
1595,0.0008156025379765069,2.471522842353051,+1.128080,+1.645940,3.34e-01,5.44e-01
1596,0.0008169168764298121,2.475505686150946,+1.128080,+1.645940,3.35e-01,5.44e-01
1597,0.000820862320723732,2.487461577950703,+1.128080,+1.645940,3.38e-01,5.46e-01
1598,0.0008221782720303673,2.4914493091829315,+1.128080,+1.645940,3.39e-01,5.47e-01
1599,0.0008234946219301588,2.4954382482732083,+1.128080,+1.645940,3.40e-01,5.48e-01
1600,0.0008274460432850288,2.507412252378875,+1.128080,+1.645940,3.44e-01,5.50e-01
1601,0.0008287639680638177,2.5114059638297506,+1.128080,+1.645940,3.45e-01,5.51e-01
1602,0.0008300822818267637,2.515400854020496,+1.128080,+1.645940,3.46e-01,5.52e-01
1603,0.000834039539373295,2.5273925435554396,+1.128080,+1.645940,3.49e-01,5.54e-01
1604,0.0008353593911909827,2.5313920945181296,+1.128080,+1.645940,3.50e-01,5.54e-01
1605,0.000836679622719332,2.535392796119188,+1.128080,+1.645940,3.51e-01,5.55e-01
1606,0.0008406425797250594,2.547401756742604,+1.128080,+1.645940,3.54e-01,5.57e-01
1607,0.000841964313489667,2.5514070105747484,+1.128080,+1.645940,3.55e-01,5.58e-01
1608,0.0008432864181336493,2.5554133882837857,+1.128080,+1.645940,3.56e-01,5.59e-01
1609,0.0008472549418894198,2.5674392178467267,+1.128080,+1.645940,3.59e-01,5.61e-01
1610,0.0008485785138380865,2.5714500419335953,+1.128080,+1.645940,3.60e-01,5.61e-01
1611,0.0008499024482540918,2.5754619644063386,+1.128080,+1.645940,3.61e-01,5.62e-01
1612,0.0008538764099783681,2.5875042726617217,+1.128080,+1.645940,3.64e-01,5.64e-01
1613,0.0008552017777439057,2.591520538617896,+1.128080,+1.645940,3.65e-01,5.65e-01
1614,0.0008565274997131934,2.595537877918768,+1.128080,+1.645940,3.66e-01,5.65e-01
1615,0.0008605067744491308,2.6075962862094872,+1.128080,+1.645940,3.69e-01,5.67e-01
1616,0.0008618338968522112,2.611617869249125,+1.128080,+1.645940,3.70e-01,5.68e-01
1617,0.0008631613654117222,2.6156405012476434,+1.128080,+1.645940,3.71e-01,5.69e-01
1618,0.0008671458319040996,2.6277146421336353,+1.128080,+1.645940,3.74e-01,5.71e-01
1619,0.0008684746689239012,2.631741420981519,+1.128080,+1.645940,3.75e-01,5.71e-01
1620,0.0008698038443048819,2.635769225166309,+1.128080,+1.645940,3.76e-01,5.72e-01
1621,0.0008737933845184626,2.6478587409650385,+1.128080,+1.645940,3.78e-01,5.74e-01
1622,0.00087512389760557,2.6518905988047576,+1.128080,+1.645940,3.79e-01,5.75e-01
1623,0.0008764547411642087,2.6559234580733597,+1.128080,+1.645940,3.80e-01,5.75e-01
1624,0.0008804492407054502,2.668028002137728,+1.128080,+1.645940,3.83e-01,5.77e-01
1625,0.0008817813919430365,2.6720648240698077,+1.128080,+1.645940,3.84e-01,5.78e-01
1626,0.0008831138663353595,2.676102625258665,+1.128080,+1.645940,3.85e-01,5.78e-01
1627,0.000884446662515355,2.6801414015616816,+1.128080,+1.645940,3.86e-01,5.79e-01
1628,0.0008884469669001507,2.6922635360610627,+1.128080,+1.645940,3.89e-01,5.81e-01
1629,0.0008897810356201409,2.6963061685458816,+1.128080,+1.645940,3.90e-01,5.82e-01
1630,0.0008911154187385145,2.7003497537530743,+1.128080,+1.645940,3.90e-01,5.82e-01
1631,0.0008951204424525917,2.712486189250278,+1.128080,+1.645940,3.93e-01,5.84e-01
1632,0.0008964560702226045,2.7165335461291047,+1.128080,+1.645940,3.94e-01,5.85e-01
1633,0.0008977920054675375,2.7205818347501136,+1.128080,+1.645940,3.95e-01,5.85e-01
1634,0.0009018016436874227,2.732732253598251,+1.128080,+1.645940,3.98e-01,5.87e-01
1635,0.0009031387959424409,2.7367842301286087,+1.128080,+1.645940,3.99e-01,5.88e-01
1636,0.000904476249101242,2.7408371184886122,+1.128080,+1.645940,3.99e-01,5.88e-01
1637,0.0009084904005875619,2.753001213901703,+1.128080,+1.645940,4.02e-01,5.90e-01
1638,0.0009098290440401712,2.75705770921264,+1.128080,+1.645940,4.03e-01,5.91e-01
1639,0.0009111679818050651,2.7611150963789854,+1.128080,+1.645940,4.04e-01,5.91e-01
1640,0.0009125072127844914,2.7651733720742167,+1.128080,+1.645940,4.05e-01,5.92e-01
1641,0.0009165266501662325,2.7773534853522195,+1.128080,+1.645940,4.07e-01,5.94e-01
1642,0.0009178670402438078,2.7814152734660844,+1.128080,+1.645940,4.08e-01,5.94e-01
1643,0.0009192077168340686,2.7854779298002077,+1.128080,+1.645940,4.09e-01,5.95e-01
1644,0.0009232314546840246,2.797671074800075,+1.128080,+1.645940,4.12e-01,5.97e-01
1645,0.000924573265647962,2.8017371686301877,+1.128080,+1.645940,4.13e-01,5.97e-01
1646,0.0009259153571052332,2.8058041124401005,+1.128080,+1.645940,4.13e-01,5.98e-01
1647,0.0009299433023676597,2.8180100071747263,+1.128080,+1.645940,4.16e-01,6.00e-01
1648,0.0009312865036097597,2.8220803139689687,+1.128080,+1.645940,4.17e-01,6.00e-01
1649,0.0009326299794293382,2.8261514528161764,+1.128080,+1.645940,4.18e-01,6.01e-01
1650,0.0009339737286858449,2.830223420260136,+1.128080,+1.645940,4.18e-01,6.01e-01
1651,0.0009380066039738547,2.8424442544662263,+1.128080,+1.645940,4.21e-01,6.03e-01
1652,0.0009393514346255684,2.846519498865359,+1.128080,+1.645940,4.22e-01,6.04e-01
1653,0.0009406965327130454,2.850595553675895,+1.128080,+1.645940,4.23e-01,6.04e-01
1654,0.0009447334207402618,2.862828547697763,+1.128080,+1.645940,4.25e-01,6.06e-01
1655,0.0009460795774710125,2.8669078105182195,+1.128080,+1.645940,4.26e-01,6.07e-01
1656,0.0009474259960579715,2.870987866842338,+1.128080,+1.645940,4.27e-01,6.07e-01
1657,0.0009514668117057941,2.883232762744831,+1.128080,+1.645940,4.29e-01,6.09e-01
1658,0.0009528142666571753,2.8873159595671978,+1.128080,+1.645940,4.30e-01,6.09e-01
1659,0.0009541619779105873,2.891399933062386,+1.128080,+1.645940,4.31e-01,6.10e-01
1660,0.000955509944255887,2.8954846795632943,+1.128080,+1.645940,4.32e-01,6.10e-01
1661,0.0009595553647590915,2.9077435295730045,+1.128080,+1.645940,4.34e-01,6.12e-01
1662,0.0009609043416081525,2.9118313382065226,+1.128080,+1.645940,4.35e-01,6.13e-01
1663,0.0009622535682690704,2.915919903845668,+1.128080,+1.645940,4.36e-01,6.13e-01
1664,0.0009663027379601443,2.9281901150307403,+1.128080,+1.645940,4.38e-01,6.15e-01
1665,0.0009676529540909376,2.9322816790634474,+1.128080,+1.645940,4.39e-01,6.15e-01
1666,0.0009690034149909798,2.936373984821151,+1.128080,+1.645940,4.39e-01,6.16e-01
1667,0.0009703541195199706,2.940467028848396,+1.128080,+1.645940,4.40e-01,6.16e-01
1668,0.0009744076858810841,2.9527505632760125,+1.128080,+1.645940,4.43e-01,6.18e-01
1669,0.0009757593554020809,2.956846531521457,+1.128080,+1.645940,4.43e-01,6.18e-01
1670,0.0009771112636416132,2.960943223156404,+1.128080,+1.645940,4.44e-01,6.19e-01
1671,0.0009811684107439687,2.9732376083150567,+1.128080,+1.645940,4.46e-01,6.21e-01
1672,0.0009825212642423139,2.977337164370648,+1.128080,+1.645940,4.47e-01,6.21e-01
1673,0.0009838743514305958,2.981437428577563,+1.128080,+1.645940,4.48e-01,6.22e-01
1674,0.000985227671362861,2.9855383980692753,+1.128080,+1.645940,4.49e-01,6.22e-01
1675,0.0009892890194598742,2.9978455135147706,+1.128080,+1.645940,4.51e-01,6.24e-01
1676,0.0009906432615423312,3.0019492774010037,+1.128080,+1.645940,4.52e-01,6.24e-01
1677,0.0009919977317951936,3.006053732712708,+1.128080,+1.645940,4.52e-01,6.25e-01
1678,0.0009960625020315286,3.0183712182773594,+1.128080,+1.645940,4.55e-01,6.26e-01
1679,0.0009974178757527423,3.0224784113719463,+1.128080,+1.645940,4.55e-01,6.27e-01
1680,0.0009987734729167642,3.0265862815659523,+1.128080,+1.645940,4.56e-01,6.27e-01
1681,0.0010001292926598902,3.0306948262420916,+1.128080,+1.645940,4.57e-01,6.28e-01
1682,0.00100419807895152,3.0430244816712726,+1.128080,+1.645940,4.59e-01,6.29e-01
1683,0.0010055547803195161,3.047135697937928,+1.128080,+1.645940,4.60e-01,6.30e-01
1684,0.0010069116998906364,3.051247575426171,+1.128080,+1.645940,4.61e-01,6.30e-01
1685,0.0010082688365515603,3.055360110762304,+1.128080,+1.645940,4.61e-01,6.31e-01
1686,0.001012341542412821,3.067701643675215,+1.128080,+1.645940,4.63e-01,6.32e-01
1687,0.0010136995398230219,3.0718167873424904,+1.128080,+1.645940,4.64e-01,6.33e-01
1688,0.0010150577501222807,3.0759325761281233,+1.128080,+1.645940,4.65e-01,6.33e-01
1689,0.0010191336505379611,3.088283789508973,+1.128080,+1.645940,4.67e-01,6.35e-01
1690,0.0010204927042621647,3.092402134127772,+1.128080,+1.645940,4.68e-01,6.35e-01
1691,0.0010218519667906777,3.0965211114869025,+1.128080,+1.645940,4.68e-01,6.36e-01
1692,0.0010232114371393228,3.1006407186040086,+1.128080,+1.645940,4.69e-01,6.36e-01
1693,0.0010272910879612475,3.113003296852265,+1.128080,+1.645940,4.71e-01,6.38e-01
1694,0.0010286513819203966,3.1171253997587773,+1.128080,+1.645940,4.72e-01,6.38e-01
1695,0.0010300118797316586,3.1212481203989655,+1.128080,+1.645940,4.73e-01,6.39e-01
1696,0.001031372580569348,3.1253714562707517,+1.128080,+1.645940,4.73e-01,6.39e-01
1697,0.001035455893345963,3.137745131351403,+1.128080,+1.645940,4.75e-01,6.40e-01
1698,0.0010368173984249777,3.141870904318114,+1.128080,+1.645940,4.76e-01,6.41e-01
1699,0.0010381791024936932,3.1459972802839187,+1.128080,+1.645940,4.77e-01,6.41e-01
1700,0.001042265401508757,3.1583800045719905,+1.128080,+1.645940,4.79e-01,6.43e-01
1701,0.0010436278941433749,3.162508770131439,+1.128080,+1.645940,4.80e-01,6.43e-01
1702,0.0010449905819491067,3.1666381271185053,+1.128080,+1.645940,4.80e-01,6.44e-01
1703,0.001046353464277243,3.170768073567403,+1.128080,+1.645940,4.81e-01,6.44e-01
1704,0.0010504432704632424,3.183161425646189,+1.128080,+1.645940,4.83e-01,6.46e-01
1705,0.0010518069230424692,3.1872937061893007,+1.128080,+1.645940,4.84e-01,6.46e-01
1706,0.0010531707663475273,3.191426564689477,+1.128080,+1.645940,4.84e-01,6.47e-01
1707,0.001054534799610067,3.1955599988183847,+1.128080,+1.645940,4.85e-01,6.47e-01
1708,0.001058628031902572,3.207963733038097,+1.128080,+1.645940,4.87e-01,6.48e-01
1709,0.001059992817718835,3.2120994476328333,+1.128080,+1.645940,4.88e-01,6.49e-01
1710,0.0010613577898741094,3.2162357268912407,+1.128080,+1.645940,4.88e-01,6.49e-01
1711,0.0010654538171888757,3.228647930875381,+1.128080,+1.645940,4.90e-01,6.51e-01
1712,0.0010668195275369873,3.2327864470817795,+1.128080,+1.645940,4.91e-01,6.51e-01
1713,0.0010681854207977468,3.2369255175689298,+1.128080,+1.645940,4.92e-01,6.51e-01
1714,0.001069551495909985,3.2410651391211664,+1.128080,+1.645940,4.92e-01,6.52e-01
1715,0.001073650807171342,3.253487294458612,+1.128080,+1.645940,4.94e-01,6.53e-01
1716,0.0010750176038137342,3.2576291024658612,+1.128080,+1.645940,4.95e-01,6.54e-01
1717,0.0010763845791208774,3.261771451881447,+1.128080,+1.645940,4.95e-01,6.54e-01
1718,0.0010777517323694577,3.265914340513508,+1.128080,+1.645940,4.96e-01,6.55e-01
1719,0.0010818542532838543,3.278346222072286,+1.128080,+1.645940,4.98e-01,6.56e-01
1720,0.001083222111653794,3.2824912474357397,+1.128080,+1.645940,4.99e-01,6.56e-01
1721,0.001084590144690751,3.286636802093185,+1.128080,+1.645940,4.99e-01,6.57e-01
1722,0.00108595835161469,3.290782883680879,+1.128080,+1.645940,5.00e-01,6.57e-01
1723,0.001090064009970698,3.303224272638479,+1.128080,+1.645940,5.02e-01,6.58e-01
1724,0.0010914329063119513,3.3073724433695495,+1.128080,+1.645940,5.02e-01,6.59e-01
1725,0.0010928019733855573,3.3115211314713857,+1.128080,+1.645940,5.03e-01,6.59e-01
1726,0.0010941712105264258,3.315670334928563,+1.128080,+1.645940,5.04e-01,6.60e-01
1727,0.0010982799361334676,3.3281210185862653,+1.128080,+1.645940,5.05e-01,6.61e-01
1728,0.0010996498470395451,3.3322722637561975,+1.128080,+1.645940,5.06e-01,6.61e-01
1729,0.001101019925367675,3.3364240162656817,+1.128080,+1.645940,5.07e-01,6.62e-01
1730,0.0011023901699191902,3.340576272482395,+1.128080,+1.645940,5.07e-01,6.62e-01
1731,0.001106501894628383,3.3530360443284337,+1.128080,+1.645940,5.09e-01,6.64e-01
1732,0.0011078727981015237,3.3571902972773446,+1.128080,+1.645940,5.10e-01,6.64e-01
1733,0.001109243864832338,3.3613450449464786,+1.128080,+1.645940,5.10e-01,6.64e-01
1734,0.0011106150942086857,3.3655002854808655,+1.128080,+1.645940,5.11e-01,6.65e-01
1735,0.0011147297522289803,3.3779689461484255,+1.128080,+1.645940,5.13e-01,6.66e-01
1736,0.0011161016262189187,3.3821261400573293,+1.128080,+1.645940,5.13e-01,6.66e-01
1737,0.0011174736598799251,3.386283817817955,+1.128080,+1.645940,5.14e-01,6.67e-01
1738,0.0011215907130548322,3.3987597365297946,+1.128080,+1.645940,5.16e-01,6.68e-01
1739,0.0011229633795673494,3.402919332022271,+1.128080,+1.645940,5.16e-01,6.68e-01
1740,0.0011243362028999387,3.4070794027270868,+1.128080,+1.645940,5.17e-01,6.69e-01
1741,0.0011257091824200718,3.4112399467274903,+1.128080,+1.645940,5.17e-01,6.69e-01
1742,0.0011298290522409463,3.4237244007301406,+1.128080,+1.645940,5.19e-01,6.71e-01
1743,0.0011312026509168484,3.4278868209601465,+1.128080,+1.645940,5.20e-01,6.71e-01
1744,0.0011325764028138118,3.432049705496399,+1.128080,+1.645940,5.20e-01,6.71e-01
1745,0.0011339503077207672,3.4362130536992943,+1.128080,+1.645940,5.21e-01,6.72e-01
1746,0.001138072933531004,3.4487058591848605,+1.128080,+1.645940,5.23e-01,6.73e-01
1747,0.0011394474440990993,3.4528710427245435,+1.128080,+1.645940,5.23e-01,6.73e-01
1748,0.0011408221047665096,3.457036681110635,+1.128080,+1.645940,5.24e-01,6.74e-01
